交易日期,客户ID,售货员,分公司,产品,单价,数量,订单金额
2019-09-05,C00125,庄雷,上海,桔子,6,3671,22026
2019-05-18,C00305,张林,广东,苹果,10,373,3730
2019-09-25,C00437,孙健,上海,椰子,20,2308,46160
2019-01-26,C00234,刘雪,天津,苹果,10,7594,75940
2019-06-14,C00044,李辉,北京,榴莲,50,6477,323850
2019-06-17,C00316,王玉,吉林,百香果,12,9336,112032
2019-03-31,C00257,刘丹,上海,椰子,20,2826,56520
2019-10-20,C00866,庄雷,上海,苹果,10,438,4380
2019-03-17,C00814,李琳,上海,百香果,12,3752,45024
2019-05-31,C00537,陈杨,吉林,苹果,10,893,8930
2019-04-30,C00123,殷琳,广东,苹果,10,1781,17810
2019-09-13,C00763,江敏,上海,椰子,20,9851,197020
2019-09-22,C00800,王玉,吉林,百香果,12,5666,67992
2019-09-05,C00628,陈天浩,上海,苹果,10,1633,16330
2019-01-09,C00805,钱国,山东,桃,6.5,992,6448.0
2019-07-14,C00095,李琳,上海,桔子,6,1076,6456
2019-03-11,C00186,阎云,山东,桔子,6,6410,38460
2019-01-13,C00512,魏苍生,天津,葡萄,15,4146,62190
2019-02-15,C00692,魏苍生,天津,桔子,6,8608,51648
2019-07-28,C00988,侯宁,上海,梨,8,9754,78032
2019-02-13,C00007,章洋,上海,葡萄,15,2643,39645
2019-06-03,C00237,蔡建平,山东,西瓜,30,3097,92910
2019-06-24,C00454,郭华锋,吉林,桃,6.5,5011,32571.5
2019-11-09,C00745,孙健,上海,香蕉,7.5,7619,57142.5
2019-06-09,C00855,许亮,吉林,苹果,10,5474,54740
2019-07-21,C00222,许亮,吉林,榴莲,50,3147,157350
2019-08-20,C00761,王梓戎,广东,百香果,12,7535,90420
2019-08-28,C00450,钱国,山东,葡萄,15,2465,36975
2019-02-08,C00816,蔡勇,广东,苹果,10,2448,24480
2019-06-15,C00434,刘颖,上海,榴莲,50,1641,82050
2019-12-14,C00688,蔡勇,广东,西瓜,30,85,2550
2019-04-26,C00771,章洋,上海,桔子,6,7046,42276
2019-07-17,C00621,刘雪,天津,百香果,12,5098,61176
2019-12-22,C00333,刘丹,上海,榴莲,50,9938,496900
2019-05-08,C00763,孙健,上海,榴莲,50,3218,160900
2019-08-02,C00987,侯宁,上海,香蕉,7.5,6038,45285.0
2019-01-02,C00732,张林,广东,椰子,20,4987,99740
2019-03-31,C00888,许亮,吉林,桔子,6,6940,41640
2019-10-03,C00551,阎云,山东,葡萄,15,2980,44700
2019-02-21,C00329,刘颖,上海,西瓜,30,1968,59040
2019-03-28,C00008,王玉,吉林,葡萄,15,6248,93720
2019-09-08,C00415,庄雷,上海,桔子,6,4528,27168
2019-09-19,C00955,张林,广东,榴莲,50,3427,171350
2019-09-01,C00950,李琳,上海,梨,8,7436,59488
2019-06-23,C00943,刘颖,上海,椰子,20,2569,51380
2019-12-27,C00134,王宇,吉林,椰子,20,2678,53560
2019-02-03,C00348,刘颖,上海,梨,8,5182,41456
2019-07-09,C00116,蔡建平,山东,百香果,12,5898,70776
2019-10-07,C00496,阎云,山东,梨,8,6670,53360
2019-05-11,C00150,孙健,上海,葡萄,15,7059,105885
2019-09-14,C00315,庄雷,上海,苹果,10,6354,63540
2019-04-27,C00637,蔡建平,山东,桔子,6,7042,42252
2019-02-02,C00805,刘帆,天津,香蕉,7.5,8307,62302.5
2019-10-07,C00703,张林,广东,梨,8,7868,62944
2019-08-18,C00318,刘丹,上海,椰子,20,8282,165640
2019-03-22,C00365,董丹丹,广东,桃,6.5,3063,19909.5
2019-09-08,C00520,殷琳,广东,香蕉,7.5,3849,28867.5
2019-06-26,C00221,阎云,山东,西瓜,30,5391,161730
2019-09-20,C00869,章洋,上海,梨,8,523,4184
2019-08-16,C00433,刘丹,上海,葡萄,15,7960,119400
2019-04-27,C00232,利坤,上海,桔子,6,5753,34518
2019-01-09,C00690,魏苍生,天津,桔子,6,1924,11544
2019-03-11,C00069,钱国,山东,西瓜,30,1886,56580
2019-12-11,C00013,郭华锋,吉林,椰子,20,1859,37180
2019-09-11,C00648,刘丹,上海,香蕉,7.5,2546,19095.0
2019-07-16,C00626,江敏,上海,西瓜,30,4596,137880
2019-09-07,C00819,章洋,上海,苹果,10,6689,66890
2019-09-01,C00364,殷琳,广东,葡萄,15,5258,78870
2019-12-28,C00097,陈天浩,上海,葡萄,15,347,5205
2019-09-27,C00849,陈天浩,上海,香蕉,7.5,338,2535.0
2019-11-23,C00789,董丹丹,广东,桃,6.5,9761,63446.5
2019-08-06,C00371,戴雪,上海,苹果,10,7380,73800
2019-03-19,C00172,刘帆,天津,香蕉,7.5,141,1057.5
2019-09-18,C00670,许亮,吉林,榴莲,50,547,27350
2019-12-15,C00909,魏苍生,天津,葡萄,15,4964,74460
2019-05-15,C00308,利坤,上海,桃,6.5,6132,39858.0
2019-03-30,C00613,刘雪,天津,榴莲,50,4039,201950
2019-03-15,C00729,阎云,山东,桃,6.5,380,2470.0
2019-02-26,C00874,李辉,北京,梨,8,7866,62928
2019-07-22,C00568,蔡建平,山东,桃,6.5,5755,37407.5
2019-05-17,C00417,利坤,上海,桔子,6,7900,47400
2019-03-08,C00414,孙健,上海,香蕉,7.5,7694,57705.0
2019-09-23,C00559,许亮,吉林,椰子,20,1534,30680
2019-01-22,C00535,戴雪,上海,苹果,10,670,6700
2019-08-28,C00258,李琳,上海,葡萄,15,9641,144615
2019-07-24,C00351,吴中岳,广东,西瓜,30,6601,198030
2019-05-24,C00305,王宇,吉林,香蕉,7.5,2708,20310.0
2019-09-25,C00817,陈杨,吉林,葡萄,15,6365,95475
2019-06-29,C00702,蔡勇,广东,香蕉,7.5,7360,55200.0
2019-11-07,C00689,吴中岳,广东,葡萄,15,4113,61695
2019-02-05,C00947,董丹丹,广东,葡萄,15,2324,34860
2019-08-02,C00323,刘丹,上海,香蕉,7.5,2329,17467.5
2019-01-19,C00841,郭华锋,吉林,苹果,10,1933,19330
2019-01-06,C00901,利坤,上海,椰子,20,9372,187440
2019-12-07,C00602,章洋,上海,梨,8,6542,52336
2019-11-24,C00352,刘丹,上海,椰子,20,4844,96880
2019-12-06,C00523,殷琳,广东,葡萄,15,3946,59190
2019-08-23,C00521,侯宁,上海,梨,8,8250,66000
2019-09-14,C00701,蔡建平,山东,桔子,6,3902,23412
2019-05-30,C00142,刘雪,天津,香蕉,7.5,2296,17220.0
2019-05-25,C00335,王玉,吉林,梨,8,4217,33736
2019-07-05,C00358,吴中岳,广东,葡萄,15,504,7560
2019-07-07,C00616,钱国,山东,桔子,6,3072,18432
2019-12-03,C00987,李辉,北京,桔子,6,609,3654
2019-03-15,C00113,利坤,上海,葡萄,15,9104,136560
2019-04-23,C00211,章洋,上海,桃,6.5,1495,9717.5
2019-10-09,C00997,刘颖,上海,香蕉,7.5,1329,9967.5
2019-12-08,C00642,王玉,吉林,西瓜,30,2211,66330
2019-01-10,C00998,王宇,吉林,榴莲,50,9018,450900
2019-08-17,C00338,刘帆,天津,葡萄,15,8746,131190
2019-06-15,C00048,钱国,山东,百香果,12,650,7800
2019-09-17,C00265,刘雪,天津,葡萄,15,4616,69240
2019-10-16,C00706,戴雪,上海,葡萄,15,1762,26430
2019-03-15,C00737,章洋,上海,桔子,6,634,3804
2019-07-19,C00376,王玉,吉林,西瓜,30,6789,203670
2019-03-05,C00386,吴中岳,广东,香蕉,7.5,9665,72487.5
2019-07-17,C00934,孙健,上海,桔子,6,8110,48660
2019-02-21,C00133,李辉,北京,葡萄,15,8538,128070
2019-10-05,C00736,刘颖,上海,桃,6.5,4984,32396.0
2019-02-11,C00739,李辉,北京,桃,6.5,3685,23952.5
2019-03-06,C00101,孙健,上海,榴莲,50,1310,65500
2019-01-15,C00122,董丹丹,广东,香蕉,7.5,6768,50760.0
2019-07-05,C00767,许亮,吉林,桔子,6,9840,59040
2019-02-22,C00920,郭华锋,吉林,椰子,20,2575,51500
2019-06-18,C00935,刘颖,上海,椰子,20,15,300
2019-06-13,C00813,刘丹,上海,桃,6.5,1926,12519.0
2019-08-26,C00962,吴中岳,广东,榴莲,50,9708,485400
2019-02-17,C00577,王梓戎,广东,苹果,10,8972,89720
2019-09-06,C00441,王宇,吉林,桃,6.5,1279,8313.5
2019-02-09,C00787,蔡勇,广东,百香果,12,5262,63144
2019-12-09,C00044,利坤,上海,苹果,10,664,6640
2019-10-10,C00014,江敏,上海,椰子,20,7595,151900
2019-04-01,C00685,刘丹,上海,西瓜,30,6725,201750
2019-06-08,C00388,刘颖,上海,百香果,12,5073,60876
2019-06-12,C00651,蔡勇,广东,百香果,12,4728,56736
2019-04-13,C00368,蔡勇,广东,椰子,20,3627,72540
2019-11-16,C00903,吴中岳,广东,梨,8,7738,61904
2019-07-01,C00732,刘雪,天津,桃,6.5,5501,35756.5
2019-02-22,C00554,戴雪,上海,葡萄,15,7053,105795
2019-12-11,C00666,蔡勇,广东,椰子,20,1451,29020
2019-10-13,C00813,张林,广东,葡萄,15,6270,94050
2019-02-06,C00221,刘丹,上海,桔子,6,6467,38802
2019-03-20,C00131,吴中岳,广东,西瓜,30,7272,218160
2019-09-16,C00572,刘颖,上海,桃,6.5,3660,23790.0
2019-03-19,C00333,孙健,上海,西瓜,30,844,25320
2019-06-14,C00565,李琳,上海,西瓜,30,1890,56700
2019-06-16,C00593,张林,广东,苹果,10,4640,46400
2019-09-19,C00792,刘雪,天津,桃,6.5,5997,38980.5
2019-07-20,C00025,蔡建平,山东,香蕉,7.5,2904,21780.0
2019-05-16,C00753,蔡勇,广东,葡萄,15,7254,108810
2019-02-03,C00382,利坤,上海,百香果,12,2930,35160
2019-11-17,C00568,蔡建平,山东,桔子,6,3948,23688
2019-07-01,C00937,陈天浩,上海,榴莲,50,9637,481850
2019-11-07,C00688,王宇,吉林,苹果,10,7401,74010
2019-06-03,C00233,吴中岳,广东,桃,6.5,308,2002.0
2019-12-27,C00748,吴中岳,广东,桃,6.5,8749,56868.5
2019-09-07,C00651,孙健,上海,葡萄,15,1152,17280
2019-02-21,C00185,殷琳,广东,梨,8,9441,75528
2019-07-29,C00628,陈杨,吉林,榴莲,50,1812,90600
2019-02-23,C00224,刘雪,天津,桔子,6,1608,9648
2019-05-06,C00275,阎云,山东,梨,8,378,3024
2019-11-22,C00521,王玉,吉林,椰子,20,6439,128780
2019-12-21,C00721,董丹丹,广东,苹果,10,2125,21250
2019-06-04,C00500,王梓戎,广东,椰子,20,2318,46360
2019-12-12,C00239,钱国,山东,百香果,12,9794,117528
2019-08-26,C00769,陈杨,吉林,葡萄,15,7536,113040
2019-08-18,C00256,江敏,上海,榴莲,50,8624,431200
2019-08-16,C00745,庄雷,上海,桔子,6,9193,55158
2019-05-04,C00753,阎云,山东,梨,8,6882,55056
2019-05-20,C00652,陈天浩,上海,梨,8,3284,26272
2019-11-07,C00537,王宇,吉林,香蕉,7.5,733,5497.5
2019-09-11,C00198,利坤,上海,椰子,20,2225,44500
2019-07-12,C00023,戴雪,上海,葡萄,15,3625,54375
2019-08-26,C00475,陈天浩,上海,榴莲,50,825,41250
2019-08-01,C00385,阎云,山东,香蕉,7.5,4712,35340.0
2019-08-15,C00488,王玉,吉林,百香果,12,3996,47952
2019-05-13,C00894,阎云,山东,梨,8,3272,26176
2019-12-14,C00087,蔡勇,广东,桔子,6,4295,25770
2019-12-20,C00674,殷琳,广东,梨,8,4894,39152
2019-12-24,C00788,魏苍生,天津,苹果,10,5989,59890
2019-05-17,C00743,蔡勇,广东,榴莲,50,2457,122850
2019-10-08,C00948,庄雷,上海,桃,6.5,8845,57492.5
2019-02-26,C00897,蔡建平,山东,香蕉,7.5,5293,39697.5
2019-08-22,C00243,陈天浩,上海,榴莲,50,1092,54600
2019-09-24,C00032,李辉,北京,香蕉,7.5,3634,27255.0
2019-12-25,C00704,许亮,吉林,桔子,6,5765,34590
2019-10-26,C00533,刘丹,上海,椰子,20,1946,38920
2019-03-10,C00404,殷琳,广东,西瓜,30,5867,176010
2019-05-23,C00131,王宇,吉林,桔子,6,43,258
2019-04-08,C00743,陈杨,吉林,榴莲,50,9359,467950
2019-09-22,C00397,章洋,上海,香蕉,7.5,4902,36765.0
2019-01-23,C00154,刘颖,上海,葡萄,15,2602,39030
2019-08-18,C00374,刘丹,上海,梨,8,478,3824
2019-08-23,C00415,刘雪,天津,桔子,6,4719,28314
2019-02-26,C00114,刘帆,天津,椰子,20,1420,28400
2019-10-05,C00133,刘帆,天津,香蕉,7.5,5297,39727.5
2019-06-30,C00829,李琳,上海,榴莲,50,6757,337850
2019-10-31,C00009,章洋,上海,梨,8,1300,10400
2019-09-03,C00897,董丹丹,广东,苹果,10,7893,78930
2019-11-11,C00148,陈杨,吉林,椰子,20,5929,118580
2019-02-24,C00064,郭华锋,吉林,桃,6.5,8140,52910.0
2019-03-25,C00769,魏苍生,天津,椰子,20,9817,196340
2019-10-24,C00671,刘帆,天津,葡萄,15,9987,149805
2019-09-14,C00033,吴中岳,广东,苹果,10,6978,69780
2019-07-20,C00479,钱国,山东,梨,8,9071,72568
2019-01-17,C00475,王玉,吉林,百香果,12,7791,93492
2019-04-18,C00994,钱国,山东,椰子,20,910,18200
2019-07-01,C00631,侯宁,上海,桔子,6,2109,12654
2019-11-13,C00143,章洋,上海,苹果,10,1525,15250
2019-01-26,C00551,刘雪,天津,桔子,6,1463,8778
2019-06-05,C00291,刘颖,上海,桔子,6,7469,44814
2019-03-11,C00134,李琳,上海,榴莲,50,1429,71450
2019-08-03,C00548,李琳,上海,苹果,10,8349,83490
2019-05-27,C00130,刘颖,上海,葡萄,15,6316,94740
2019-10-14,C00639,陈天浩,上海,桃,6.5,517,3360.5
2019-04-27,C00627,王梓戎,广东,榴莲,50,9037,451850
2019-04-30,C00269,刘颖,上海,百香果,12,7726,92712
2019-12-23,C00867,许亮,吉林,香蕉,7.5,2479,18592.5
2019-01-30,C00861,陈杨,吉林,椰子,20,7031,140620
2019-10-10,C00113,张林,广东,葡萄,15,2836,42540
2019-06-24,C00759,戴雪,上海,桔子,6,7201,43206
2019-03-12,C00660,阎云,山东,椰子,20,3568,71360
2019-04-13,C00106,魏苍生,天津,榴莲,50,7727,386350
2019-09-14,C00919,郭华锋,吉林,香蕉,7.5,6894,51705.0
2019-08-14,C00114,董丹丹,广东,葡萄,15,7108,106620
2019-09-30,C00979,张林,广东,椰子,20,2755,55100
2019-11-11,C00801,刘颖,上海,榴莲,50,5977,298850
2019-03-06,C00532,陈天浩,上海,榴莲,50,5637,281850
2019-07-13,C00677,阎云,山东,椰子,20,9216,184320
2019-11-08,C00332,李智童,山东,西瓜,30,5761,172830
2019-08-31,C00599,李琳,上海,椰子,20,2709,54180
2019-05-13,C00053,刘帆,天津,苹果,10,7535,75350
2019-11-21,C00993,殷琳,广东,香蕉,7.5,2126,15945.0
2019-12-25,C00381,戴雪,上海,香蕉,7.5,4086,30645.0
2019-06-20,C00445,侯宁,上海,葡萄,15,6349,95235
2019-04-10,C00755,钱国,山东,西瓜,30,1879,56370
2019-02-10,C00758,李琳,上海,西瓜,30,9205,276150
2019-06-09,C00545,侯宁,上海,苹果,10,390,3900
2019-09-16,C00799,李智童,山东,香蕉,7.5,1623,12172.5
2019-11-26,C00148,阎云,山东,桔子,6,1968,11808
2019-10-26,C00051,李琳,上海,葡萄,15,3558,53370
2019-10-21,C00128,张林,广东,桔子,6,9979,59874
2019-07-22,C00756,李智童,山东,梨,8,4299,34392
2019-06-04,C00377,王梓戎,广东,苹果,10,5701,57010
2019-11-03,C00006,蔡勇,广东,榴莲,50,5531,276550
2019-03-29,C00962,王梓戎,广东,榴莲,50,7804,390200
2019-01-06,C00299,刘丹,上海,梨,8,5072,40576
2019-02-28,C00684,刘帆,天津,梨,8,7638,61104
2019-09-06,C00491,陈天浩,上海,苹果,10,9010,90100
2019-03-25,C00278,郭华锋,吉林,香蕉,7.5,7511,56332.5
2019-05-07,C00187,戴雪,上海,桔子,6,2786,16716
2019-11-22,C00993,陈杨,吉林,椰子,20,849,16980
2019-11-14,C00907,殷琳,广东,榴莲,50,6739,336950
2019-01-18,C00036,孙健,上海,香蕉,7.5,3411,25582.5
2019-03-14,C00349,刘帆,天津,葡萄,15,1102,16530
2019-08-07,C00724,刘雪,天津,西瓜,30,5880,176400
2019-02-16,C00032,王玉,吉林,榴莲,50,6736,336800
2019-04-22,C00815,李辉,北京,桔子,6,7279,43674
2019-04-24,C00648,刘颖,上海,梨,8,7092,56736
2019-05-10,C00121,孙健,上海,香蕉,7.5,5106,38295.0
2019-10-14,C00791,刘帆,天津,桃,6.5,8702,56563.0
2019-02-04,C00829,王梓戎,广东,椰子,20,5827,116540
2019-02-06,C00231,董丹丹,广东,香蕉,7.5,9137,68527.5
2019-08-08,C00909,戴雪,上海,梨,8,653,5224
2019-09-10,C00885,蔡勇,广东,西瓜,30,5593,167790
2019-02-19,C00521,李琳,上海,桃,6.5,4985,32402.5
2019-04-13,C00616,庄雷,上海,葡萄,15,1790,26850
2019-04-16,C00255,蔡建平,山东,榴莲,50,1442,72100
2019-08-20,C00088,魏苍生,天津,梨,8,8129,65032
2019-05-12,C00572,刘帆,天津,椰子,20,7859,157180
2019-01-28,C00254,庄雷,上海,百香果,12,4824,57888
2019-12-10,C00427,陈天浩,上海,桔子,6,9439,56634
2019-11-29,C00347,蔡勇,广东,西瓜,30,9238,277140
2019-08-25,C00268,蔡勇,广东,苹果,10,1156,11560
2019-05-29,C00788,钱国,山东,百香果,12,7484,89808
2019-07-20,C00563,董丹丹,广东,苹果,10,422,4220
2019-09-06,C00599,利坤,上海,西瓜,30,5769,173070
2019-05-04,C00220,王玉,吉林,桃,6.5,8963,58259.5
2019-09-06,C00399,魏苍生,天津,葡萄,15,8702,130530
2019-09-29,C00220,张林,广东,桃,6.5,5015,32597.5
2019-12-19,C00013,章洋,上海,梨,8,6318,50544
2019-10-26,C00378,钱国,山东,桔子,6,5088,30528
2019-02-16,C00362,王梓戎,广东,梨,8,154,1232
2019-06-17,C00216,蔡勇,广东,梨,8,8123,64984
2019-07-10,C00622,王玉,吉林,西瓜,30,4353,130590
2019-05-06,C00179,利坤,上海,西瓜,30,7537,226110
2019-10-18,C00787,王宇,吉林,香蕉,7.5,8409,63067.5
2019-12-01,C00473,王梓戎,广东,苹果,10,1724,17240
2019-09-07,C00084,张林,广东,葡萄,15,1372,20580
2019-04-03,C00628,王梓戎,广东,榴莲,50,9718,485900
2019-11-16,C00452,刘丹,上海,桃,6.5,1566,10179.0
2019-06-18,C00892,阎云,山东,苹果,10,2005,20050
2019-11-05,C00839,李辉,北京,桃,6.5,1302,8463.0
2019-03-25,C00839,孙健,上海,百香果,12,3790,45480
2019-05-29,C00343,戴雪,上海,榴莲,50,5091,254550
2019-11-13,C00919,吴中岳,广东,西瓜,30,242,7260
2019-09-18,C00725,董丹丹,广东,西瓜,30,5066,151980
2019-03-04,C00605,吴中岳,广东,榴莲,50,8833,441650
2019-04-09,C00087,刘雪,天津,百香果,12,1551,18612
2019-10-27,C00960,戴雪,上海,苹果,10,4377,43770
2019-01-28,C00783,王宇,吉林,榴莲,50,3777,188850
2019-10-28,C00269,吴中岳,广东,葡萄,15,1032,15480
2019-09-16,C00979,陈杨,吉林,梨,8,3645,29160
2019-03-25,C00701,吴中岳,广东,桔子,6,3461,20766
2019-02-06,C00114,王梓戎,广东,榴莲,50,6816,340800
2019-04-24,C00030,王玉,吉林,百香果,12,1415,16980
2019-12-30,C00953,王玉,吉林,梨,8,2433,19464
2019-10-01,C00880,吴中岳,广东,苹果,10,1881,18810
2019-05-29,C00130,张林,广东,桔子,6,4598,27588
2019-01-07,C00434,章洋,上海,梨,8,2719,21752
2019-02-10,C00967,董丹丹,广东,桔子,6,7403,44418
2019-01-08,C00271,刘丹,上海,西瓜,30,2065,61950
2019-12-11,C00700,刘帆,天津,椰子,20,5069,101380
2019-07-08,C00461,戴雪,上海,桃,6.5,2593,16854.5
2019-05-27,C00648,王玉,吉林,香蕉,7.5,628,4710.0
2019-05-28,C00502,李辉,北京,葡萄,15,4386,65790
2019-06-05,C00060,王宇,吉林,梨,8,1194,9552
2019-09-20,C00662,李辉,北京,桃,6.5,9585,62302.5
2019-01-20,C00872,章洋,上海,梨,8,6446,51568
2019-04-18,C00931,李辉,北京,桔子,6,2131,12786
2019-09-22,C00022,孙健,上海,西瓜,30,256,7680
2019-12-27,C00314,张林,广东,香蕉,7.5,1439,10792.5
2019-04-17,C00521,李智童,山东,梨,8,3249,25992
2019-06-11,C00771,庄雷,上海,桃,6.5,8324,54106.0
2019-09-09,C00798,王梓戎,广东,桃,6.5,7351,47781.5
2019-02-28,C00710,蔡建平,山东,西瓜,30,1584,47520
2019-01-01,C00805,陈天浩,上海,榴莲,50,4604,230200
2019-04-20,C00492,刘颖,上海,葡萄,15,703,10545
2019-08-05,C00189,利坤,上海,桔子,6,9369,56214
2019-08-31,C00013,阎云,山东,榴莲,50,1476,73800
2019-02-15,C00863,张林,广东,苹果,10,409,4090
2019-03-13,C00327,魏苍生,天津,桃,6.5,3187,20715.5
2019-08-05,C00099,刘颖,上海,椰子,20,6421,128420
2019-10-27,C00734,魏苍生,天津,榴莲,50,6688,334400
2019-04-16,C00316,章洋,上海,西瓜,30,6370,191100
2019-03-16,C00115,阎云,山东,香蕉,7.5,8673,65047.5
2019-10-03,C00463,陈天浩,上海,桃,6.5,2814,18291.0
2019-08-28,C00934,章洋,上海,桔子,6,4926,29556
2019-09-21,C00277,侯宁,上海,梨,8,6071,48568
2019-10-10,C00215,侯宁,上海,西瓜,30,6407,192210
2019-06-15,C00360,利坤,上海,香蕉,7.5,8180,61350.0
2019-07-29,C00094,刘雪,天津,百香果,12,4314,51768
2019-04-22,C00576,蔡勇,广东,桃,6.5,1549,10068.5
2019-03-09,C00154,陈杨,吉林,梨,8,7629,61032
2019-03-18,C00831,陈天浩,上海,桔子,6,5576,33456
2019-05-05,C00285,阎云,山东,榴莲,50,8638,431900
2019-01-04,C00511,蔡建平,山东,苹果,10,3742,37420
2019-09-09,C00559,陈杨,吉林,桔子,6,8116,48696
2019-12-23,C00627,李琳,上海,西瓜,30,5800,174000
2019-01-30,C00143,庄雷,上海,桔子,6,3117,18702
2019-04-26,C00912,吴中岳,广东,香蕉,7.5,1697,12727.5
2019-09-29,C00734,利坤,上海,苹果,10,9521,95210
2019-12-06,C00734,刘颖,上海,香蕉,7.5,8870,66525.0
2019-01-07,C00872,李智童,山东,桃,6.5,329,2138.5
2019-09-19,C00165,侯宁,上海,百香果,12,6268,75216
2019-10-09,C00306,侯宁,上海,榴莲,50,5607,280350
2019-09-06,C00578,陈天浩,上海,苹果,10,1484,14840
2019-01-24,C00518,殷琳,广东,椰子,20,1980,39600
2019-02-19,C00968,李智童,山东,葡萄,15,5509,82635
2019-02-28,C00750,李智童,山东,椰子,20,4545,90900
2019-11-05,C00366,张林,广东,椰子,20,2100,42000
2019-02-09,C00051,殷琳,广东,葡萄,15,6939,104085
2019-05-07,C00347,李辉,北京,梨,8,6236,49888
2019-11-05,C00499,刘帆,天津,百香果,12,8446,101352
2019-06-26,C00189,王梓戎,广东,榴莲,50,3787,189350
2019-04-19,C00266,庄雷,上海,香蕉,7.5,5172,38790.0
2019-07-19,C00638,孙健,上海,桔子,6,5599,33594
2019-06-08,C00709,刘帆,天津,榴莲,50,8236,411800
2019-04-25,C00637,戴雪,上海,桃,6.5,6850,44525.0
2019-09-23,C00601,殷琳,广东,葡萄,15,1998,29970
2019-06-02,C00996,吴中岳,广东,葡萄,15,1288,19320
2019-08-21,C00383,蔡建平,山东,苹果,10,1388,13880
2019-01-05,C00874,庄雷,上海,西瓜,30,2065,61950
2019-01-29,C00824,钱国,山东,榴莲,50,754,37700
2019-12-01,C00939,刘丹,上海,苹果,10,3300,33000
2019-11-14,C00499,陈杨,吉林,西瓜,30,6745,202350
2019-08-02,C00807,王宇,吉林,桔子,6,6399,38394
2019-07-04,C00183,吴中岳,广东,桔子,6,5848,35088
2019-01-28,C00854,章洋,上海,桔子,6,333,1998
2019-11-18,C00658,王宇,吉林,苹果,10,3417,34170
2019-08-11,C00217,李琳,上海,西瓜,30,748,22440
2019-07-03,C00729,魏苍生,天津,西瓜,30,5872,176160
2019-09-27,C00076,庄雷,上海,桔子,6,6091,36546
2019-09-11,C00637,刘丹,上海,香蕉,7.5,1376,10320.0
2019-04-24,C00608,陈杨,吉林,梨,8,387,3096
2019-03-29,C00445,许亮,吉林,葡萄,15,3924,58860
2019-07-13,C00076,王宇,吉林,榴莲,50,3248,162400
2019-09-13,C00968,刘颖,上海,香蕉,7.5,7120,53400.0
2019-04-22,C00590,蔡勇,广东,百香果,12,7059,84708
2019-05-04,C00517,蔡勇,广东,葡萄,15,4874,73110
2019-04-16,C00630,侯宁,上海,苹果,10,9675,96750
2019-12-26,C00439,魏苍生,天津,桃,6.5,3614,23491.0
2019-07-24,C00478,阎云,山东,桃,6.5,9529,61938.5
2019-02-11,C00478,董丹丹,广东,梨,8,9459,75672
2019-09-21,C00100,刘颖,上海,桔子,6,8931,53586
2019-06-25,C00396,章洋,上海,苹果,10,2796,27960
2019-05-08,C00015,章洋,上海,榴莲,50,184,9200
2019-12-24,C00820,李琳,上海,百香果,12,6781,81372
2019-10-26,C00119,侯宁,上海,桃,6.5,4473,29074.5
2019-08-15,C00872,陈杨,吉林,香蕉,7.5,8724,65430.0
2019-11-05,C00607,刘颖,上海,苹果,10,330,3300
2019-05-31,C00393,张林,广东,梨,8,9016,72128
2019-08-01,C00472,刘丹,上海,葡萄,15,226,3390
2019-08-23,C00320,李智童,山东,椰子,20,8046,160920
2019-12-26,C00333,王玉,吉林,香蕉,7.5,5634,42255.0
2019-01-21,C00037,阎云,山东,百香果,12,3597,43164
2019-08-02,C00745,董丹丹,广东,苹果,10,8551,85510
2019-01-15,C00281,江敏,上海,椰子,20,9436,188720
2019-07-24,C00912,蔡建平,山东,桔子,6,1492,8952
2019-05-22,C00404,董丹丹,广东,椰子,20,9410,188200
2019-12-01,C00298,孙健,上海,桔子,6,6753,40518
2019-11-15,C00998,郭华锋,吉林,葡萄,15,6764,101460
2019-10-25,C00998,王梓戎,广东,椰子,20,6135,122700
2019-05-18,C00527,戴雪,上海,椰子,20,5084,101680
2019-03-26,C00886,刘丹,上海,桃,6.5,8599,55893.5
2019-04-23,C00633,江敏,上海,梨,8,5788,46304
2019-10-12,C00180,刘雪,天津,桃,6.5,2374,15431.0
2019-12-11,C00655,郭华锋,吉林,百香果,12,3461,41532
2019-07-19,C00141,孙健,上海,百香果,12,5562,66744
2019-08-08,C00858,章洋,上海,百香果,12,9969,119628
2019-12-12,C00051,刘丹,上海,葡萄,15,9269,139035
2019-03-12,C00439,许亮,吉林,梨,8,87,696
2019-01-18,C00767,蔡勇,广东,椰子,20,3443,68860
2019-08-04,C00904,王宇,吉林,香蕉,7.5,1958,14685.0
2019-12-18,C00053,陈杨,吉林,葡萄,15,8891,133365
2019-05-13,C00332,魏苍生,天津,葡萄,15,4665,69975
2019-09-06,C00582,吴中岳,广东,苹果,10,4306,43060
2019-02-17,C00018,吴中岳,广东,桔子,6,7161,42966
2019-09-25,C00187,殷琳,广东,苹果,10,9277,92770
2019-01-26,C00435,戴雪,上海,椰子,20,7147,142940
2019-01-08,C00919,陈天浩,上海,桔子,6,9000,54000
2019-05-19,C00707,蔡勇,广东,榴莲,50,7798,389900
2019-05-25,C00655,陈杨,吉林,葡萄,15,1473,22095
2019-03-01,C00018,蔡建平,山东,葡萄,15,2164,32460
2019-10-10,C00444,侯宁,上海,苹果,10,6534,65340
2019-07-09,C00715,李琳,上海,榴莲,50,2990,149500
2019-07-05,C00660,王梓戎,广东,桔子,6,4072,24432
2019-09-18,C00864,蔡勇,广东,梨,8,2177,17416
